"Repeat","ratio","theta","rho_A.l.","rho_I.l.","rho_Ah.l.","rho_Ih.l.","rho_Al.l.","rho_Il.l."
5,0.3,0.67,0.8,0.5,0.24,0.14,0.56,0.36
5,0.3,0.68,0.58,0.54,0.2,0.18,0.38,0.36
5,0.3,0.69,0.56,0.26,0.18,0.08,0.38,0.18
5,0.3,0.7,0.64,0.5,0.18,0.16,0.46,0.34
5,0.3,0.71,0.76,0.48,0.2,0.14,0.56,0.34
5,0.3,0.72,0.58,0.58,0.14,0.14,0.44,0.44
5,0.3,0.73,0.7,0.6,0.22,0.2,0.48,0.4
5,0.3,0.74,0.72,0.52,0.22,0.22,0.5,0.3
5,0.3,0.75,0.68,0.44,0.18,0.1,0.5,0.34
5,0.3,0.76,0.6,0.34,0.22,0.12,0.38,0.22
5,0.3,0.77,0.72,0.54,0.24,0.18,0.48,0.36
5,0.3,0.78,0.6,0.54,0.18,0.14,0.42,0.4
5,0.3,0.79,0.66,0.66,0.24,0.2,0.42,0.46
5,0.3,0.8,0.78,0.52,0.26,0.12,0.52,0.4
5,0.3,0.81,0.54,0.56,0.18,0.2,0.36,0.36
5,0.3,0.82,0.6,0.52,0.24,0.12,0.36,0.4
5,0.3,0.83,0.76,0.42,0.22,0.12,0.54,0.3
5,0.3,0.84,0.6,0.54,0.18,0.14,0.42,0.4
5,0.3,0.85,0.74,0.54,0.26,0.12,0.48,0.42
5,0.3,0.86,0.74,0.42,0.22,0.08,0.52,0.34
5,0.3,0.87,0.58,0.7,0.18,0.24,0.4,0.46
5,0.3,0.88,0.7,0.56,0.22,0.16,0.48,0.4
5,0.3,0.89,0.78,0.62,0.2,0.24,0.58,0.38
5,0.3,0.9,0.84,0.54,0.28,0.14,0.56,0.4
5,0.3,0.91,0.6,0.5,0.26,0.16,0.34,0.34
5,0.3,0.92,0.7,0.56,0.2,0.16,0.5,0.4
5,0.3,0.93,0.7,0.52,0.26,0.2,0.44,0.32
5,0.3,0.94,0.42,0.52,0.16,0.2,0.26,0.32
5,0.3,0.95,0.74,0.52,0.24,0.14,0.5,0.38
5,0.3,0.96,0.64,0.5,0.26,0.1,0.38,0.4
5,0.3,0.97,0.7,0.5,0.22,0.24,0.48,0.26
5,0.3,0.98,0.48,0.48,0.1,0.14,0.38,0.34
5,0.3,0.99,0.66,0.56,0.22,0.12,0.44,0.44
5,0.32,0.5,0.74,0.5,0.26,0.18,0.48,0.32
5,0.32,0.51,0.62,0.42,0.14,0.14,0.48,0.28
5,0.32,0.52,0.74,0.38,0.24,0.08,0.5,0.3
5,0.32,0.53,0.78,0.52,0.24,0.16,0.54,0.36
5,0.32,0.54,0.74,0.5,0.26,0.18,0.48,0.32
5,0.32,0.55,0.78,0.54,0.28,0.2,0.5,0.34
5,0.32,0.56,0.68,0.5,0.26,0.12,0.42,0.38
5,0.32,0.57,0.74,0.32,0.28,0.1,0.46,0.22
5,0.32,0.58,0.76,0.56,0.26,0.16,0.5,0.4
5,0.32,0.59,0.7,0.42,0.24,0.12,0.46,0.3
5,0.32,0.6,0.68,0.44,0.2,0.12,0.48,0.32
5,0.32,0.61,0.82,0.62,0.3,0.24,0.52,0.38
5,0.32,0.62,0.7,0.4,0.22,0.16,0.48,0.24
5,0.32,0.63,0.68,0.42,0.26,0.12,0.42,0.3
5,0.32,0.64,0.6,0.44,0.24,0.12,0.36,0.32
5,0.32,0.65,0.76,0.36,0.24,0.06,0.52,0.3
5,0.32,0.66,0.72,0.46,0.26,0.16,0.46,0.3
5,0.32,0.67,0.72,0.46,0.32,0.14,0.4,0.32
5,0.32,0.68,0.74,0.3,0.22,0.1,0.52,0.2
5,0.32,0.69,0.6,0.36,0.26,0.12,0.34,0.24
5,0.32,0.7,0.7,0.46,0.22,0.16,0.48,0.3
5,0.32,0.71,0.74,0.52,0.24,0.16,0.5,0.36
5,0.32,0.72,0.78,0.42,0.3,0.14,0.48,0.28
5,0.32,0.73,0.7,0.34,0.24,0.06,0.46,0.28
5,0.32,0.74,0.6,0.46,0.2,0.18,0.4,0.28
5,0.32,0.75,0.8,0.54,0.28,0.16,0.52,0.38
5,0.32,0.76,0.72,0.3,0.24,0.1,0.48,0.2
5,0.32,0.77,0.66,0.46,0.22,0.16,0.44,0.3
5,0.32,0.78,0.74,0.52,0.3,0.18,0.44,0.34
5,0.32,0.79,0.78,0.52,0.26,0.18,0.52,0.34
5,0.32,0.8,0.64,0.5,0.22,0.2,0.42,0.3
5,0.32,0.81,0.64,0.52,0.18,0.2,0.46,0.32
5,0.32,0.82,0.64,0.42,0.2,0.12,0.44,0.3
5,0.32,0.83,0.62,0.52,0.18,0.16,0.44,0.36
5,0.32,0.84,0.62,0.44,0.26,0.16,0.36,0.28
5,0.32,0.85,0.7,0.46,0.26,0.14,0.44,0.32
5,0.32,0.86,0.64,0.44,0.2,0.08,0.44,0.36
5,0.32,0.87,0.68,0.6,0.18,0.2,0.5,0.4
5,0.32,0.88,0.54,0.34,0.22,0.06,0.32,0.28
5,0.32,0.89,0.42,0.26,0.18,0.04,0.24,0.22
5,0.32,0.9,0.6,0.48,0.22,0.16,0.38,0.32
5,0.32,0.91,0.64,0.42,0.26,0.16,0.38,0.26
5,0.32,0.92,0.78,0.52,0.24,0.2,0.54,0.32
5,0.32,0.93,0.62,0.58,0.22,0.18,0.4,0.4
5,0.32,0.94,0.54,0.4,0.2,0.14,0.34,0.26
5,0.32,0.95,0.72,0.48,0.2,0.14,0.52,0.34
5,0.32,0.96,0.58,0.5,0.22,0.18,0.36,0.32
5,0.32,0.97,0.58,0.36,0.24,0.12,0.34,0.24
5,0.32,0.98,0.68,0.5,0.26,0.14,0.42,0.36
5,0.32,0.99,0.6,0.62,0.2,0.18,0.4,0.44
5,0.34,0.5,0.66,0.6,0.22,0.22,0.44,0.38
5,0.34,0.51,0.74,0.52,0.28,0.16,0.46,0.36
5,0.34,0.52,0.64,0.26,0.24,0.06,0.4,0.2
5,0.34,0.53,0.7,0.44,0.22,0.12,0.48,0.32
5,0.34,0.54,0.72,0.62,0.24,0.2,0.48,0.42
5,0.34,0.55,0.74,0.58,0.2,0.24,0.54,0.34
5,0.34,0.56,0.64,0.62,0.2,0.18,0.44,0.44
5,0.34,0.57,0.76,0.54,0.26,0.2,0.5,0.34
5,0.34,0.58,0.66,0.34,0.22,0.1,0.44,0.24
5,0.34,0.59,0.58,0.6,0.26,0.18,0.32,0.42
5,0.34,0.6,0.8,0.58,0.26,0.2,0.54,0.38
5,0.34,0.61,0.7,0.66,0.26,0.22,0.44,0.44
5,0.34,0.62,0.76,0.66,0.26,0.2,0.5,0.46
5,0.34,0.63,0.72,0.56,0.26,0.14,0.46,0.42
5,0.34,0.64,0.72,0.4,0.22,0.14,0.5,0.26
5,0.34,0.65,0.66,0.48,0.2,0.2,0.46,0.28
5,0.34,0.66,0.66,0.36,0.22,0.12,0.44,0.24
5,0.34,0.67,0.64,0.5,0.32,0.16,0.32,0.34
5,0.34,0.68,0.68,0.38,0.28,0.16,0.4,0.22
5,0.34,0.69,0.62,0.38,0.22,0.18,0.4,0.2
5,0.34,0.7,0.64,0.44,0.22,0.16,0.42,0.28
5,0.34,0.71,0.7,0.42,0.24,0.16,0.46,0.26
5,0.34,0.72,0.62,0.48,0.24,0.16,0.38,0.32
5,0.34,0.73,0.64,0.44,0.18,0.08,0.46,0.36
5,0.34,0.74,0.74,0.68,0.28,0.22,0.46,0.46
5,0.34,0.75,0.68,0.46,0.22,0.16,0.46,0.3
5,0.34,0.76,0.78,0.48,0.26,0.14,0.52,0.34
5,0.34,0.77,0.66,0.54,0.28,0.18,0.38,0.36
5,0.34,0.78,0.66,0.48,0.26,0.1,0.4,0.38
5,0.34,0.79,0.7,0.42,0.26,0.12,0.44,0.3
5,0.34,0.8,0.54,0.44,0.24,0.18,0.3,0.26
5,0.34,0.81,0.7,0.34,0.22,0.08,0.48,0.26
5,0.34,0.82,0.74,0.56,0.24,0.2,0.5,0.36
5,0.34,0.83,0.54,0.38,0.2,0.14,0.34,0.24
5,0.34,0.84,0.62,0.26,0.14,0.08,0.48,0.18
5,0.34,0.85,0.58,0.52,0.2,0.18,0.38,0.34
5,0.34,0.86,0.62,0.5,0.24,0.16,0.38,0.34
5,0.34,0.87,0.6,0.36,0.2,0.1,0.4,0.26
5,0.34,0.88,0.72,0.48,0.22,0.22,0.5,0.26
5,0.34,0.89,0.52,0.4,0.2,0.12,0.32,0.28
5,0.34,0.9,0.74,0.5,0.18,0.16,0.56,0.34
5,0.34,0.91,0.66,0.6,0.28,0.2,0.38,0.4
5,0.34,0.92,0.42,0.38,0.18,0.16,0.24,0.22
5,0.34,0.93,0.76,0.64,0.32,0.24,0.44,0.4
5,0.34,0.94,0.58,0.38,0.24,0.18,0.34,0.2
5,0.34,0.95,0.72,0.46,0.24,0.12,0.48,0.34
5,0.34,0.96,0.62,0.48,0.22,0.18,0.4,0.3
5,0.34,0.97,0.7,0.36,0.3,0.1,0.4,0.26
5,0.34,0.98,0.74,0.6,0.28,0.22,0.46,0.38
5,0.34,0.99,0.66,0.5,0.26,0.22,0.4,0.28
5,0.36,0.5,0.62,0.26,0.2,0.02,0.42,0.24
5,0.36,0.51,0.72,0.54,0.18,0.1,0.54,0.44
5,0.36,0.52,0.6,0.38,0.18,0.14,0.42,0.24
5,0.36,0.53,0.68,0.6,0.26,0.24,0.42,0.36
5,0.36,0.54,0.72,0.52,0.22,0.2,0.5,0.32
5,0.36,0.55,0.64,0.22,0.2,0.04,0.44,0.18
5,0.36,0.56,0.64,0.5,0.26,0.2,0.38,0.3
5,0.36,0.57,0.64,0.42,0.26,0.2,0.38,0.22
5,0.36,0.58,0.68,0.6,0.24,0.24,0.44,0.36
5,0.36,0.59,0.62,0.54,0.2,0.2,0.42,0.34
5,0.36,0.6,0.72,0.56,0.28,0.18,0.44,0.38
5,0.36,0.61,0.68,0.44,0.24,0.2,0.44,0.24
5,0.36,0.62,0.74,0.5,0.26,0.12,0.48,0.38
5,0.36,0.63,0.7,0.58,0.28,0.22,0.42,0.36
5,0.36,0.64,0.56,0.54,0.14,0.16,0.42,0.38
5,0.36,0.65,0.64,0.48,0.24,0.18,0.4,0.3
5,0.36,0.66,0.72,0.48,0.3,0.14,0.42,0.34
5,0.36,0.67,0.66,0.56,0.18,0.18,0.48,0.38
5,0.36,0.68,0.76,0.44,0.26,0.2,0.5,0.24
5,0.36,0.69,0.66,0.44,0.26,0.18,0.4,0.26
5,0.36,0.7,0.68,0.6,0.32,0.26,0.36,0.34
5,0.36,0.71,0.58,0.48,0.22,0.12,0.36,0.36
5,0.36,0.72,0.52,0.64,0.26,0.24,0.26,0.4
5,0.36,0.73,0.74,0.36,0.3,0.12,0.44,0.24
5,0.36,0.74,0.78,0.54,0.24,0.16,0.54,0.38
5,0.36,0.75,0.66,0.34,0.26,0.1,0.4,0.24
5,0.36,0.76,0.58,0.42,0.18,0.12,0.4,0.3
5,0.36,0.77,0.72,0.6,0.3,0.16,0.42,0.44
5,0.36,0.78,0.72,0.62,0.24,0.22,0.48,0.4
5,0.36,0.79,0.74,0.48,0.28,0.16,0.46,0.32
5,0.36,0.8,0.68,0.56,0.26,0.2,0.42,0.36
5,0.36,0.81,0.62,0.44,0.32,0.18,0.3,0.26
5,0.36,0.82,0.7,0.48,0.28,0.2,0.42,0.28
5,0.36,0.83,0.68,0.54,0.3,0.2,0.38,0.34
5,0.36,0.84,0.54,0.44,0.18,0.16,0.36,0.28
5,0.36,0.85,0.74,0.4,0.34,0.2,0.4,0.2
5,0.36,0.86,0.72,0.48,0.3,0.26,0.42,0.22
5,0.36,0.87,0.6,0.48,0.22,0.2,0.38,0.28
5,0.36,0.88,0.74,0.56,0.3,0.2,0.44,0.36
5,0.36,0.89,0.48,0.46,0.2,0.14,0.28,0.32
5,0.36,0.9,0.6,0.4,0.3,0.14,0.3,0.26
5,0.36,0.91,0.68,0.38,0.24,0.12,0.44,0.26
5,0.36,0.92,0.54,0.46,0.2,0.14,0.34,0.32
5,0.36,0.93,0.56,0.4,0.26,0.1,0.3,0.3
5,0.36,0.94,0.66,0.46,0.28,0.16,0.38,0.3
5,0.36,0.95,0.62,0.52,0.32,0.16,0.3,0.36
5,0.36,0.96,0.7,0.6,0.28,0.22,0.42,0.38
5,0.36,0.97,0.74,0.38,0.28,0.18,0.46,0.2
5,0.36,0.98,0.74,0.64,0.34,0.2,0.4,0.44
5,0.36,0.99,0.7,0.48,0.24,0.16,0.46,0.32
5,0.38,0.5,0.74,0.52,0.22,0.24,0.52,0.28
5,0.38,0.51,0.82,0.48,0.32,0.14,0.5,0.34
5,0.38,0.52,0.74,0.6,0.24,0.22,0.5,0.38
5,0.38,0.53,0.74,0.38,0.3,0.16,0.44,0.22
5,0.38,0.54,0.68,0.54,0.28,0.2,0.4,0.34
5,0.38,0.55,0.7,0.44,0.28,0.14,0.42,0.3
5,0.38,0.56,0.68,0.56,0.3,0.2,0.38,0.36
5,0.38,0.57,0.6,0.34,0.22,0.14,0.38,0.2
5,0.38,0.58,0.56,0.54,0.2,0.16,0.36,0.38
5,0.38,0.59,0.64,0.4,0.28,0.18,0.36,0.22
5,0.38,0.6,0.8,0.4,0.26,0.12,0.54,0.28
5,0.38,0.61,0.68,0.4,0.3,0.18,0.38,0.22
5,0.38,0.62,0.62,0.56,0.26,0.2,0.36,0.36
5,0.38,0.63,0.7,0.28,0.28,0.12,0.42,0.16
5,0.38,0.64,0.66,0.38,0.2,0.12,0.46,0.26
5,0.38,0.65,0.66,0.48,0.24,0.08,0.42,0.4
5,0.38,0.66,0.74,0.36,0.28,0.12,0.46,0.24
5,0.38,0.67,0.76,0.6,0.28,0.22,0.48,0.38
5,0.38,0.68,0.58,0.48,0.22,0.18,0.36,0.3
5,0.38,0.69,0.68,0.56,0.28,0.2,0.4,0.36
5,0.38,0.7,0.68,0.58,0.24,0.2,0.44,0.38
5,0.38,0.71,0.66,0.54,0.3,0.22,0.36,0.32
5,0.38,0.72,0.56,0.46,0.2,0.18,0.36,0.28
5,0.38,0.73,0.66,0.52,0.28,0.24,0.38,0.28
5,0.38,0.74,0.72,0.58,0.26,0.2,0.46,0.38
5,0.38,0.75,0.62,0.56,0.26,0.24,0.36,0.32
5,0.38,0.76,0.8,0.58,0.32,0.22,0.48,0.36
5,0.38,0.77,0.72,0.62,0.24,0.22,0.48,0.4
5,0.38,0.78,0.58,0.4,0.2,0.2,0.38,0.2
5,0.38,0.79,0.7,0.64,0.26,0.2,0.44,0.44
5,0.38,0.8,0.76,0.46,0.3,0.18,0.46,0.28
5,0.38,0.81,0.58,0.48,0.22,0.18,0.36,0.3
5,0.38,0.82,0.4,0.38,0.22,0.22,0.18,0.16
5,0.38,0.83,0.64,0.22,0.28,0.04,0.36,0.18
5,0.38,0.84,0.82,0.44,0.32,0.14,0.5,0.3
5,0.38,0.85,0.7,0.7,0.28,0.24,0.42,0.46
5,0.38,0.86,0.56,0.46,0.24,0.06,0.32,0.4
5,0.38,0.87,0.58,0.4,0.22,0.16,0.36,0.24
5,0.38,0.88,0.72,0.56,0.28,0.26,0.44,0.3
5,0.38,0.89,0.72,0.4,0.28,0.14,0.44,0.26
5,0.38,0.9,0.84,0.42,0.32,0.18,0.52,0.24
5,0.38,0.91,0.58,0.42,0.3,0.2,0.28,0.22
5,0.38,0.92,0.76,0.52,0.32,0.24,0.44,0.28
5,0.38,0.93,0.64,0.58,0.3,0.24,0.34,0.34
5,0.38,0.94,0.8,0.56,0.34,0.2,0.46,0.36
5,0.38,0.95,0.5,0.44,0.22,0.16,0.28,0.28
5,0.38,0.96,0.6,0.46,0.22,0.12,0.38,0.34
5,0.38,0.97,0.72,0.44,0.3,0.14,0.42,0.3
5,0.38,0.98,0.78,0.62,0.3,0.3,0.48,0.32
5,0.38,0.99,0.62,0.5,0.32,0.18,0.3,0.32
5,0.4,0.5,0.58,0.52,0.22,0.2,0.36,0.32
5,0.4,0.51,0.82,0.56,0.32,0.2,0.5,0.36
5,0.4,0.52,0.48,0.4,0.28,0.24,0.2,0.16
5,0.4,0.53,0.66,0.46,0.28,0.16,0.38,0.3
5,0.4,0.54,0.66,0.48,0.32,0.18,0.34,0.3
5,0.4,0.55,0.72,0.42,0.32,0.26,0.4,0.16
5,0.4,0.56,0.64,0.62,0.24,0.2,0.4,0.42
5,0.4,0.57,0.66,0.18,0.3,0,0.36,0.18
5,0.4,0.58,0.72,0.44,0.3,0.2,0.42,0.24
5,0.4,0.59,0.5,0.38,0.16,0.1,0.34,0.28
5,0.4,0.6,0.62,0.54,0.26,0.16,0.36,0.38
5,0.4,0.61,0.8,0.68,0.36,0.3,0.44,0.38
5,0.4,0.62,0.74,0.42,0.32,0.24,0.42,0.18
5,0.4,0.63,0.62,0.48,0.24,0.2,0.38,0.28
5,0.4,0.64,0.68,0.38,0.3,0.1,0.38,0.28
5,0.4,0.65,0.5,0.52,0.18,0.18,0.32,0.34
5,0.4,0.66,0.7,0.48,0.26,0.16,0.44,0.32
5,0.4,0.67,0.72,0.44,0.26,0.14,0.46,0.3
5,0.4,0.68,0.6,0.32,0.24,0.12,0.36,0.2
5,0.4,0.69,0.66,0.3,0.28,0.16,0.38,0.14
5,0.4,0.7,0.64,0.38,0.24,0.12,0.4,0.26
5,0.4,0.71,0.86,0.46,0.36,0.22,0.5,0.24
5,0.4,0.72,0.54,0.46,0.24,0.18,0.3,0.28
5,0.4,0.73,0.6,0.46,0.26,0.18,0.34,0.28
5,0.4,0.74,0.64,0.44,0.26,0.16,0.38,0.28
5,0.4,0.75,0.76,0.36,0.32,0.1,0.44,0.26
5,0.4,0.76,0.74,0.56,0.32,0.24,0.42,0.32
5,0.4,0.77,0.5,0.3,0.22,0.14,0.28,0.16
5,0.4,0.78,0.68,0.42,0.3,0.14,0.38,0.28
5,0.4,0.79,0.74,0.5,0.32,0.18,0.42,0.32
5,0.4,0.8,0.7,0.52,0.32,0.26,0.38,0.26
5,0.4,0.81,0.76,0.42,0.32,0.12,0.44,0.3
5,0.4,0.82,0.7,0.5,0.36,0.26,0.34,0.24
5,0.4,0.83,0.68,0.46,0.32,0.22,0.36,0.24
5,0.4,0.84,0.8,0.64,0.38,0.24,0.42,0.4
5,0.4,0.85,0.6,0.36,0.28,0.16,0.32,0.2
5,0.4,0.86,0.78,0.5,0.24,0.2,0.54,0.3
5,0.4,0.87,0.78,0.6,0.4,0.28,0.38,0.32
5,0.4,0.88,0.6,0.54,0.26,0.22,0.34,0.32
5,0.4,0.89,0.6,0.5,0.24,0.22,0.36,0.28
5,0.4,0.9,0.7,0.54,0.34,0.2,0.36,0.34
5,0.4,0.91,0.52,0.58,0.26,0.22,0.26,0.36
5,0.4,0.92,0.68,0.5,0.28,0.2,0.4,0.3
5,0.4,0.93,0.66,0.54,0.3,0.22,0.36,0.32
5,0.4,0.94,0.48,0.52,0.28,0.22,0.2,0.3
5,0.4,0.95,0.68,0.66,0.26,0.26,0.42,0.4
5,0.4,0.96,0.58,0.4,0.3,0.16,0.28,0.24
5,0.4,0.97,0.72,0.42,0.32,0.18,0.4,0.24
5,0.4,0.98,0.62,0.56,0.34,0.2,0.28,0.36
5,0.4,0.99,0.54,0.44,0.3,0.22,0.24,0.22
5,0.42,0.5,0.64,0.38,0.16,0.16,0.48,0.22
5,0.42,0.51,0.78,0.5,0.3,0.24,0.48,0.26
5,0.42,0.52,0.68,0.36,0.34,0.16,0.34,0.2
5,0.42,0.53,0.64,0.56,0.32,0.2,0.32,0.36
5,0.42,0.54,0.74,0.46,0.28,0.2,0.46,0.26
5,0.42,0.55,0.56,0.38,0.28,0.18,0.28,0.2
5,0.42,0.56,0.68,0.48,0.32,0.22,0.36,0.26
5,0.42,0.57,0.76,0.62,0.38,0.28,0.38,0.34
5,0.42,0.58,0.74,0.5,0.32,0.24,0.42,0.26
5,0.42,0.59,0.8,0.54,0.42,0.26,0.38,0.28
5,0.42,0.6,0.8,0.48,0.32,0.18,0.48,0.3
5,0.42,0.61,0.78,0.56,0.34,0.22,0.44,0.34
5,0.42,0.62,0.68,0.48,0.28,0.24,0.4,0.24
5,0.42,0.63,0.66,0.58,0.3,0.28,0.36,0.3
5,0.42,0.64,0.74,0.38,0.34,0.16,0.4,0.22
5,0.42,0.65,0.68,0.38,0.34,0.22,0.34,0.16
5,0.42,0.66,0.68,0.42,0.32,0.14,0.36,0.28
5,0.42,0.67,0.78,0.58,0.32,0.2,0.46,0.38
5,0.42,0.68,0.62,0.46,0.24,0.22,0.38,0.24
5,0.42,0.69,0.76,0.46,0.3,0.24,0.46,0.22
5,0.42,0.7,0.7,0.54,0.3,0.24,0.4,0.3
5,0.42,0.71,0.66,0.48,0.32,0.24,0.34,0.24
5,0.42,0.72,0.56,0.4,0.26,0.18,0.3,0.22
5,0.42,0.73,0.72,0.46,0.26,0.22,0.46,0.24
5,0.42,0.74,0.68,0.36,0.36,0.12,0.32,0.24
5,0.42,0.75,0.68,0.56,0.26,0.18,0.42,0.38
5,0.42,0.76,0.64,0.54,0.26,0.24,0.38,0.3
5,0.42,0.77,0.7,0.4,0.32,0.18,0.38,0.22
5,0.42,0.78,0.7,0.56,0.28,0.24,0.42,0.32
5,0.42,0.79,0.76,0.5,0.34,0.24,0.42,0.26
5,0.42,0.8,0.72,0.52,0.36,0.28,0.36,0.24
5,0.42,0.81,0.62,0.54,0.28,0.22,0.34,0.32
5,0.42,0.82,0.62,0.52,0.3,0.22,0.32,0.3
5,0.42,0.83,0.74,0.56,0.36,0.3,0.38,0.26
5,0.42,0.84,0.74,0.4,0.26,0.18,0.48,0.22
5,0.42,0.85,0.76,0.66,0.36,0.28,0.4,0.38
5,0.42,0.86,0.7,0.44,0.3,0.22,0.4,0.22
5,0.42,0.87,0.68,0.5,0.26,0.22,0.42,0.28
5,0.42,0.88,0.6,0.48,0.22,0.2,0.38,0.28
5,0.42,0.89,0.78,0.66,0.4,0.22,0.38,0.44
5,0.42,0.9,0.76,0.6,0.3,0.22,0.46,0.38
5,0.42,0.91,0.6,0.52,0.24,0.2,0.36,0.32
5,0.42,0.92,0.64,0.3,0.32,0.18,0.32,0.12
5,0.42,0.93,0.56,0.64,0.26,0.26,0.3,0.38
5,0.42,0.94,0.56,0.46,0.28,0.2,0.28,0.26
5,0.42,0.95,0.58,0.46,0.22,0.14,0.36,0.32
5,0.42,0.96,0.74,0.6,0.32,0.22,0.42,0.38
5,0.42,0.97,0.7,0.48,0.36,0.24,0.34,0.24
5,0.42,0.98,0.7,0.44,0.28,0.16,0.42,0.28
5,0.42,0.99,0.68,0.58,0.3,0.34,0.38,0.24
5,0.44,0.5,0.52,0.4,0.22,0.22,0.3,0.18
5,0.44,0.51,0.78,0.36,0.36,0.18,0.42,0.18
5,0.44,0.52,0.68,0.34,0.28,0.1,0.4,0.24
5,0.44,0.53,0.78,0.48,0.36,0.2,0.42,0.28
5,0.44,0.54,0.58,0.48,0.24,0.2,0.34,0.28
5,0.44,0.55,0.48,0.5,0.26,0.24,0.22,0.26
5,0.44,0.56,0.74,0.52,0.32,0.18,0.42,0.34
5,0.44,0.57,0.72,0.46,0.3,0.22,0.42,0.24
5,0.44,0.58,0.58,0.42,0.22,0.16,0.36,0.26
5,0.44,0.59,0.64,0.32,0.26,0.16,0.38,0.16
5,0.44,0.6,0.7,0.44,0.36,0.16,0.34,0.28
5,0.44,0.61,0.68,0.38,0.28,0.12,0.4,0.26
5,0.44,0.62,0.68,0.46,0.3,0.16,0.38,0.3
5,0.44,0.63,0.56,0.48,0.26,0.24,0.3,0.24
5,0.44,0.64,0.7,0.54,0.28,0.26,0.42,0.28
5,0.44,0.65,0.56,0.34,0.28,0.12,0.28,0.22
5,0.44,0.66,0.72,0.48,0.34,0.24,0.38,0.24
5,0.44,0.67,0.7,0.58,0.32,0.22,0.38,0.36
5,0.44,0.68,0.78,0.5,0.32,0.34,0.46,0.16
5,0.44,0.69,0.66,0.68,0.3,0.28,0.36,0.4
5,0.44,0.7,0.6,0.26,0.2,0.1,0.4,0.16
5,0.44,0.71,0.56,0.44,0.22,0.14,0.34,0.3
5,0.44,0.72,0.68,0.46,0.32,0.16,0.36,0.3
5,0.44,0.73,0.54,0.4,0.3,0.12,0.24,0.28
5,0.44,0.74,0.6,0.56,0.26,0.28,0.34,0.28
5,0.44,0.75,0.78,0.42,0.4,0.2,0.38,0.22
5,0.44,0.76,0.6,0.44,0.3,0.2,0.3,0.24
5,0.44,0.77,0.72,0.48,0.32,0.18,0.4,0.3
5,0.44,0.78,0.66,0.58,0.34,0.2,0.32,0.38
5,0.44,0.79,0.58,0.46,0.32,0.2,0.26,0.26
5,0.44,0.8,0.8,0.6,0.38,0.28,0.42,0.32
5,0.44,0.81,0.74,0.46,0.36,0.22,0.38,0.24
5,0.44,0.82,0.62,0.4,0.24,0.12,0.38,0.28
5,0.44,0.83,0.58,0.34,0.3,0.16,0.28,0.18
5,0.44,0.84,0.76,0.58,0.32,0.22,0.44,0.36
5,0.44,0.85,0.68,0.56,0.3,0.2,0.38,0.36
5,0.44,0.86,0.56,0.68,0.3,0.32,0.26,0.36
5,0.44,0.87,0.64,0.44,0.24,0.16,0.4,0.28
5,0.44,0.88,0.72,0.5,0.34,0.14,0.38,0.36
5,0.44,0.89,0.66,0.44,0.34,0.22,0.32,0.22
5,0.44,0.9,0.54,0.38,0.28,0.12,0.26,0.26
5,0.44,0.91,0.66,0.6,0.28,0.2,0.38,0.4
5,0.44,0.92,0.7,0.34,0.34,0.18,0.36,0.16
5,0.44,0.93,0.6,0.6,0.32,0.24,0.28,0.36
5,0.44,0.94,0.68,0.6,0.38,0.22,0.3,0.38
5,0.44,0.95,0.78,0.6,0.34,0.24,0.44,0.36
5,0.44,0.96,0.62,0.38,0.3,0.14,0.32,0.24
5,0.44,0.97,0.68,0.4,0.34,0.22,0.34,0.18
5,0.44,0.98,0.76,0.56,0.38,0.3,0.38,0.26
5,0.44,0.99,0.72,0.68,0.34,0.26,0.38,0.42
5,0.46,0.5,0.76,0.4,0.32,0.18,0.44,0.22
5,0.46,0.51,0.66,0.32,0.32,0.16,0.34,0.16
5,0.46,0.52,0.64,0.5,0.28,0.22,0.36,0.28
5,0.46,0.53,0.56,0.34,0.28,0.16,0.28,0.18
5,0.46,0.54,0.72,0.66,0.38,0.28,0.34,0.38
5,0.46,0.55,0.66,0.48,0.28,0.22,0.38,0.26
5,0.46,0.56,0.5,0.46,0.24,0.24,0.26,0.22
5,0.46,0.57,0.74,0.48,0.32,0.26,0.42,0.22
5,0.46,0.58,0.58,0.46,0.22,0.2,0.36,0.26
5,0.46,0.59,0.58,0.56,0.28,0.24,0.3,0.32
5,0.46,0.6,0.76,0.38,0.38,0.16,0.38,0.22
5,0.46,0.61,0.74,0.48,0.38,0.14,0.36,0.34
5,0.46,0.62,0.62,0.4,0.28,0.16,0.34,0.24
5,0.46,0.63,0.76,0.52,0.34,0.26,0.42,0.26
5,0.46,0.64,0.7,0.6,0.32,0.24,0.38,0.36
5,0.46,0.65,0.48,0.26,0.24,0.1,0.24,0.16
5,0.46,0.66,0.66,0.6,0.28,0.32,0.38,0.28
5,0.46,0.67,0.5,0.44,0.26,0.14,0.24,0.3
5,0.46,0.68,0.64,0.62,0.24,0.28,0.4,0.34
5,0.46,0.69,0.64,0.56,0.32,0.24,0.32,0.32
5,0.46,0.7,0.86,0.56,0.38,0.28,0.48,0.28
5,0.46,0.71,0.68,0.5,0.34,0.16,0.34,0.34
5,0.46,0.72,0.66,0.56,0.34,0.3,0.32,0.26
5,0.46,0.73,0.52,0.32,0.28,0.14,0.24,0.18
5,0.46,0.74,0.78,0.6,0.4,0.32,0.38,0.28
5,0.46,0.75,0.68,0.56,0.3,0.26,0.38,0.3
